date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:56:41	115548/115548	---M--	200	added ('OK')	image/jpeg	etag:%221c35c-6442d811-fd9f04a0abecbe25;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s3.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:41	66832/66832	---M--	200	added ('OK')	image/jpeg	etag:%2210510-6442d811-ea950a934c53eb9;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s4.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s4.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:42	86240/86240	---M--	200	added ('OK')	image/jpeg	etag:%22150e0-6442d811-75b4a716b651f2f9;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s5.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s5.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:43	111058/111058	---M--	200	added ('OK')	image/jpeg	etag:%221b1d2-6442d811-b7a26541f9053f1d;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s6.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s6.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:44	73783/73783	---M--	200	added ('OK')	image/jpeg	etag:%2212037-6442d811-c94b726858e58b5e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s7.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s7.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:45	112468/112468	---M--	200	added ('OK')	image/jpeg	etag:%221b754-6442d811-b06175cc21a9e2d4;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s8.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s8.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:45	74610/74610	---M--	200	added ('OK')	image/jpeg	etag:%2212372-6442d811-66fbaf06a1d84661;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s9.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s9.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:46	77771/77771	---M--	200	added ('OK')	image/jpeg	etag:%2212fcb-6442d811-511695d6b2303079;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s10.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s10.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:47	72461/72461	---M--	200	added ('OK')	image/jpeg	etag:%2211b0d-6442d811-6d2b390f79baf58c;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s11.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s11.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:48	82347/82347	---M--	200	added ('OK')	image/jpeg	etag:%22141ab-6442d811-3bf9be331a827831;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s12.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s12.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:47%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:49	114369/114369	---M--	200	added ('OK')	image/jpeg	etag:%221bec1-6442d811-33462ce55a632deb;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_portfolio.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_portfolio.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:50	5002/5002	---M--	200	added ('OK')	image/png	etag:%22138a-6442d811-9b2395e0da934f07;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_picon1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_picon1.png	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:50	4272/4272	---M--	200	added ('OK')	image/png	etag:%2210b0-6442d811-d2a27d741c96415a;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_picon2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_picon2.png	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:51	4494/4494	---M--	200	added ('OK')	image/png	etag:%22118e-6442d811-aa025e1685a4e425;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_picon3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_picon3.png	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:52	54986/54986	---M--	200	added ('OK')	image/jpeg	etag:%22d6ca-6442d811-51e563d8e6ae67a;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_sm1portfolio.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_sm1portfolio.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:52	95485/95485	---M--	200	added ('OK')	image/jpeg	etag:%22174fd-6442d811-f21daa0a8276c1a4;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_sm2portfolio.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/single_sm2portfolio.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:53	19049/19049	---M--	200	added ('OK')	image/png	etag:%224a69-6442d811-8e7f812a88116b31;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/nevprev.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/nevprev.png	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:54	20037/20037	---M--	200	added ('OK')	image/png	etag:%224e45-6442d811-9471723e6d8955e0;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/nevnext.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/nevnext.png	(from https://www.devsnews.com/template/tionco/tionco/portfolio-details.html)
15:56:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:53%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/team.html)
15:56:55	44074/44074	---M--	200	added ('OK')	image/jpeg	etag:%22ac2a-6442d811-d43fc2a574cd3175;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_5.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_5.jpg	(from https://www.devsnews.com/template/tionco/tionco/team.html)
15:56:56	44267/44267	---M--	200	added ('OK')	image/jpeg	etag:%22aceb-6442d811-ecdcd94a3238be39;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_6.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_6.jpg	(from https://www.devsnews.com/template/tionco/tionco/team.html)
15:56:56	41450/41450	---M--	200	added ('OK')	image/jpeg	etag:%22a1ea-6442d811-92042b3c5f54c73a;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_7.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_7.jpg	(from https://www.devsnews.com/template/tionco/tionco/team.html)
15:56:57	35710/35710	---M--	200	added ('OK')	image/jpeg	etag:%228b7e-6442d811-caa74b2b6e739dfb;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_8.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_8.jpg	(from https://www.devsnews.com/template/tionco/tionco/team.html)
15:56:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:56%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/team-details.html)
15:56:58	102494/102494	---M--	200	added ('OK')	image/jpeg	etag:%221905e-6442d811-eee78a7d3fdd4875;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/single_team.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/single_team.jpg	(from https://www.devsnews.com/template/tionco/tionco/team-details.html)
15:56:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:57%20GMT	https://www.devsnews.com/template/tionco/tionco/info@webexample.com	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/info@webexample.com	(from https://www.devsnews.com/template/tionco/tionco/team-details.html)
15:56:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:57%20GMT	https://www.devsnews.com/template/tionco/tionco/980-786-098-09	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/980-786-098-09	(from https://www.devsnews.com/template/tionco/tionco/team-details.html)
15:56:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:57%20GMT	https://www.devsnews.com/template/tionco/tionco/www.webexample.com	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/www.webexample.com	(from https://www.devsnews.com/template/tionco/tionco/team-details.html)
15:57:00	90198/90198	---M--	200	added ('OK')	image/jpeg	etag:%2216056-6442d811-3df3e9864aca1a9e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/singe_video.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/singe_video.jpg	(from https://www.devsnews.com/template/tionco/tionco/team-details.html)
15:57:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:59%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/faq.html)
15:57:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:57:00%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:02	112195/112195	---M--	200	added ('OK')	image/jpeg	etag:%221b643-6442d811-7ae4303240b8d22e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_standard1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_standard1.jpg	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:03	3363/3363	---M--	200	added ('OK')	image/jpeg	etag:%22d23-6442d811-7a1dc8d0fac3d9c3;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author_news.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author_news.jpg	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:04	131412/131412	---M--	200	added ('OK')	image/jpeg	etag:%2220154-6442d811-9f52c84533d964f7;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_standard2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_standard2.jpg	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:04	86315/86315	---M--	200	added ('OK')	image/jpeg	etag:%221512b-6442d811-c24de8e0ad144aa9;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_audio.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_audio.jpg	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:05	12106/12106	---M--	200	added ('OK')	image/png	etag:%222f4a-6442d811-5e07e994c51ecd64;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/soundcloud.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/soundcloud.png	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:06	17692/17692	---M--	200	added ('OK')	image/png	etag:%22451c-6442d811-c1c3638def92af6f;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/feed1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/feed1.png	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:06	15312/15312	---M--	200	added ('OK')	image/png	etag:%223bd0-6442d811-5e1d0793a5d9507a;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/feed2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/feed2.png	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:07	18022/18022	---M--	200	added ('OK')	image/png	etag:%224666-6442d811-d9b7e762ade7b33c;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/feed3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/feed3.png	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:08	16181/16181	---M--	200	added ('OK')	image/png	etag:%223f35-6442d811-2314deec0cf92ba2;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/feed4.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/feed4.png	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:09	161820/161820	---M--	200	added ('OK')	image/png	etag:%222781c-6442d811-7d1608726d8b06b3;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/advertise.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/advertise.png	(from https://www.devsnews.com/template/tionco/tionco/blog.html)
15:57:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:57:08%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:10	105213/105213	---M--	200	added ('OK')	image/jpeg	etag:%2219afd-6442d811-6de5402fc6222548;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/news_detailsfull.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/news_detailsfull.jpg	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:11	31758/31758	---M--	200	added ('OK')	image/jpeg	etag:%227c0e-6442d811-b488aae4f998bbd;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/inner_details.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/inner_details.jpg	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:11	1696/1696	---M--	200	added ('OK')	image/png	etag:%226a0-6442d811-bb325b286fda5d81;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/nine_dots.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/nine_dots.png	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:12	65482/65482	---M--	200	added ('OK')	image/png	etag:%22ffca-6442d811-c577d21fcc3b0e07;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/details_author.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/details_author.png	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:13	18580/18580	---M--	200	added ('OK')	image/png	etag:%224894-6442d811-af6f507741d78ead;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/comments1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/comments1.png	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:13	15933/15933	---M--	200	added ('OK')	image/png	etag:%223e3d-6442d811-44d4bbf80560183f;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/comments2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/comments2.png	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:14	19584/19584	---M--	200	added ('OK')	image/png	etag:%224c80-6442d811-2c9be2f22c72d357;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/comments3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/comments3.png	(from https://www.devsnews.com/template/tionco/tionco/blog-details.html)
15:57:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:57:13%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/service.html)
15:57:15	4449/4449	---M--	200	added ('OK')	image/png	etag:%221161-6442d811-d06081295c2f983f;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo4.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo4.png	(from https://www.devsnews.com/template/tionco/tionco/service.html)
15:57:15	3770/3770	---M--	200	added ('OK')	image/png	etag:%22eba-6442d811-f445ee76f04d74b8;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo5.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo5.png	(from https://www.devsnews.com/template/tionco/tionco/service.html)
15:57:16	6069/6069	---M--	200	added ('OK')	image/png	etag:%2217b5-6442d811-dc23794dd38c387e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo6.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo6.png	(from https://www.devsnews.com/template/tionco/tionco/service.html)
15:57:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:57:15%20GMT	https://www.devsnews.com/template/tionco/tionco/e	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/e	(from https://www.devsnews.com/template/tionco/tionco/assets/js/swipper-bundle.min.js)
15:57:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:57:15%20GMT	https://www.devsnews.com/template/tionco/tionco/a.params.url	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/a.params.url	(from https://www.devsnews.com/template/tionco/tionco/assets/js/swipper-bundle.min.js)
